INB;;20211221;1000;;;2021;55;33000;6000000001_9000000001;2;PLW1;;;;;;;PLW3;P.P.H.U.MEBLOMARK;PowstancowWielkopolskich15A;Ostrzeszow;PL;63-500;-;0;140560;0000;000;0;;;;;;;;;;;;1;0000;;;PLW3;000010;70157EC8EU;7000;0000;0000;DUMMY;;;;SELENIAWR5W-40CF20X1L;;;EA;EA;;0;2000;1710;2008;20;0;;DAP;PK01;7000000001;;2030007196;;;;
INB;;20211221;1000;;;2021;55;33000;6000000001_9000000001;2;PLW1;;;;;;;PLW3;P.P.H.U.MEBLOMARK;PowstancowWielkopolskich15A;Ostrzeszow;PL;63-500;-;0;131320;0000;000;0;;;;;;;;;;;;1;0000;;;PLW3;000020;70134E18DE;7000;0000;0000;DUMMY;;;;SYNTIUM3000E5W-40SN20X1L_DE;;;EA;EA;;0;2000;1708;1876;20;0;;DAP;PK01;7000000001;;2030007196;;;;
